ORIGIN,DESTINATION,count,reverse_count,round_trips,ROUTE
DTW,RIC,252,251,251,DTW-RIC
AUS,FLL,251,252,251,AUS-FLL
FLO,CLT,251,253,251,FLO-CLT
DFW,TXK,251,251,251,DFW-TXK
CLT,FLO,253,251,251,CLT-FLO
TYS,LGA,253,251,251,TYS-LGA
RIC,DTW,251,252,251,RIC-DTW
CLT,ABE,251,251,251,CLT-ABE
SYR,ATL,251,251,251,SYR-ATL
DFW,MSN,251,250,250,DFW-MSN
CLE,LAX,250,251,250,CLE-LAX
FWA,DTW,250,250,250,FWA-DTW
DCA,BTV,250,250,250,DCA-BTV
MKE,PHL,250,251,250,MKE-PHL
ABQ,SLC,250,250,250,ABQ-SLC
SPS,DFW,250,250,250,SPS-DFW
ALB,ATL,250,250,250,ALB-ATL
DFW,SPS,250,250,250,DFW-SPS
ONT,SLC,250,250,250,ONT-SLC
SLC,ABQ,250,250,250,SLC-ABQ
BTV,DCA,250,250,250,BTV-DCA
ATL,ROC,250,250,250,ATL-ROC
MSN,DFW,250,251,250,MSN-DFW
PHL,MKE,251,250,250,PHL-MKE
ATL,ALB,250,250,250,ATL-ALB
DTW,FWA,250,250,250,DTW-FWA
ROC,ATL,250,250,250,ROC-ATL
DTW,ORF,251,250,250,DTW-ORF
SLC,ONT,250,250,250,SLC-ONT
ORF,DTW,250,251,250,ORF-DTW
LAX,CLE,251,250,250,LAX-CLE
DCA,ORF,251,249,249,DCA-ORF
IAH,GPT,251,249,249,IAH-GPT
ORF,DCA,249,251,249,ORF-DCA
BMI,ATL,249,249,249,BMI-ATL
GPT,IAH,249,251,249,GPT-IAH
PSC,SLC,249,250,249,PSC-SLC
SAN,BOS,250,249,249,SAN-BOS
GSP,IAD,249,250,249,GSP-IAD
SEA,MCO,251,249,249,SEA-MCO
MCO,SEA,249,251,249,MCO-SEA
BOS,SAN,249,250,249,BOS-SAN
IAD,GSP,250,249,249,IAD-GSP
SLC,PSC,250,249,249,SLC-PSC
ATL,ABY,249,249,249,ATL-ABY
MAF,DEN,249,250,249,MAF-DEN
DEN,MAF,250,249,249,DEN-MAF
ATL,BMI,249,249,249,ATL-BMI
DCA,TYS,251,249,249,DCA-TYS
ABY,ATL,249,249,249,ABY-ATL
TYS,DCA,249,251,249,TYS-DCA
CLT,OMA,249,248,248,CLT-OMA
OMA,CLT,248,249,248,OMA-CLT
ABE,DTW,248,249,248,ABE-DTW
ONT,PDX,248,248,248,ONT-PDX
DTW,ABE,249,248,248,DTW-ABE
BWI,MIA,248,248,248,BWI-MIA
PDX,ONT,248,248,248,PDX-ONT
LRD,IAH,248,249,248,LRD-IAH
HLN,SLC,248,248,248,HLN-SLC
MKE,DFW,248,251,248,MKE-DFW
ACV,SFO,248,251,248,ACV-SFO
GTR,ATL,248,248,248,GTR-ATL
MIA,BWI,248,248,248,MIA-BWI
SLC,HLN,248,248,248,SLC-HLN
SFO,ACV,251,248,248,SFO-ACV
SMF,ATL,248,248,248,SMF-ATL
IAH,LRD,249,248,248,IAH-LRD
ATL,GTR,248,248,248,ATL-GTR
ATL,SMF,248,248,248,ATL-SMF
DFW,MKE,251,248,248,DFW-MKE
ATL,SJC,247,247,247,ATL-SJC
CLT,HHH,247,247,247,CLT-HHH
DFW,CID,248,247,247,DFW-CID
SLC,MCI,247,247,247,SLC-MCI
CLT,SEA,247,248,247,CLT-SEA
JNU,ANC,247,340,247,JNU-ANC
SDF,DCA,248,247,247,SDF-DCA
BQK,ATL,247,248,247,BQK-ATL
SJC,ATL,247,247,247,SJC-ATL
HHH,CLT,247,247,247,HHH-CLT
SEA,CLT,248,247,247,SEA-CLT
DCA,SDF,247,248,247,DCA-SDF
ANC,JNU,340,247,247,ANC-JNU
OKC,DAL,247,252,247,OKC-DAL
DAL,OKC,252,247,247,DAL-OKC
ATL,BQK,248,247,247,ATL-BQK
CID,DFW,247,248,247,CID-DFW
MCI,SLC,247,247,247,MCI-SLC
PVD,ATL,246,246,246,PVD-ATL
IAH,LCH,246,247,246,IAH-LCH
RDU,SFO,246,247,246,RDU-SFO
IAH,GRK,247,246,246,IAH-GRK
SFO,RDU,247,246,246,SFO-RDU
IAD,BTV,246,248,246,IAD-BTV
LCH,IAH,247,246,246,LCH-IAH
BTV,IAD,248,246,246,BTV-IAD
ORF,MIA,246,246,246,ORF-MIA
MIA,ORF,246,246,246,MIA-ORF
GRK,IAH,246,247,246,GRK-IAH
ATL,PVD,246,246,246,ATL-PVD
MHT,DTW,245,245,245,MHT-DTW
SDF,EWR,252,245,245,SDF-EWR
DTW,MHT,245,245,245,DTW-MHT
JAX,LGA,245,245,245,JAX-LGA
LGA,JAX,245,245,245,LGA-JAX
SCE,ORD,246,245,245,SCE-ORD
EWR,SDF,245,252,245,EWR-SDF
ORD,SCE,245,246,245,ORD-SCE
AUS,SEA,244,244,244,AUS-SEA
DEN,EGE,244,244,244,DEN-EGE
SBY,PHL,247,244,244,SBY-PHL
BWI,SJU,245,244,244,BWI-SJU
MIA,CHS,245,244,244,MIA-CHS
MCI,SAN,244,244,244,MCI-SAN
PHL,SBY,244,247,244,PHL-SBY
SAN,RNO,244,244,244,SAN-RNO
DTW,PVD,245,244,244,DTW-PVD
EWR,PVD,247,244,244,EWR-PVD
SEA,AUS,244,244,244,SEA-AUS
SLC,STL,245,244,244,SLC-STL
PVD,DTW,244,245,244,PVD-DTW
RNO,SAN,244,244,244,RNO-SAN
CHS,MIA,244,245,244,CHS-MIA
SAN,MCI,244,244,244,SAN-MCI
EGE,DEN,244,244,244,EGE-DEN
SJU,BWI,244,245,244,SJU-BWI
STL,SLC,244,245,244,STL-SLC
PVD,EWR,244,247,244,PVD-EWR
PHL,BWI,243,243,243,PHL-BWI
PDX,JFK,243,243,243,PDX-JFK
BWI,PHL,243,243,243,BWI-PHL
ABQ,HOU,243,246,243,ABQ-HOU
HOU,ABQ,246,243,243,HOU-ABQ
CLT,MHT,247,243,243,CLT-MHT
MHT,CLT,243,247,243,MHT-CLT
JFK,PDX,243,243,243,JFK-PDX
EWR,GSP,242,248,242,EWR-GSP
GSO,DTW,243,242,242,GSO-DTW
HOU,ELP,248,242,242,HOU-ELP
GSP,EWR,248,242,242,GSP-EWR
STL,IAD,242,246,242,STL-IAD
IAD,STL,246,242,242,IAD-STL
SEA,EAT,242,246,242,SEA-EAT
DTW,GSO,242,243,242,DTW-GSO
EAT,SEA,246,242,242,EAT-SEA
ELP,HOU,242,248,242,ELP-HOU
SEA,FAT,241,241,241,SEA-FAT
FAT,SEA,241,241,241,FAT-SEA
MIA,CLE,243,241,241,MIA-CLE
CAE,ORD,246,241,241,CAE-ORD
EWR,PDX,242,241,241,EWR-PDX
JFK,SJC,242,241,241,JFK-SJC
PDX,EWR,241,242,241,PDX-EWR
ORD,CAE,241,246,241,ORD-CAE
COS,IAH,241,242,241,COS-IAH
SJC,JFK,241,242,241,SJC-JFK
CLE,MIA,241,243,241,CLE-MIA
IAH,COS,242,241,241,IAH-COS
TUL,HOU,240,243,240,TUL-HOU
DFW,MGM,240,240,240,DFW-MGM
SLC,TUS,240,240,240,SLC-TUS
TUS,SLC,240,240,240,TUS-SLC
DFW,MHK,241,240,240,DFW-MHK
DFW,GJT,240,240,240,DFW-GJT
MHK,DFW,240,241,240,MHK-DFW
IAH,ASE,262,240,240,IAH-ASE
HOU,TUL,243,240,240,HOU-TUL
GJT,DFW,240,240,240,GJT-DFW
MGM,DFW,240,240,240,MGM-DFW
ASE,IAH,240,262,240,ASE-IAH
PHL,CAE,239,239,239,PHL-CAE
LGA,HOU,239,244,239,LGA-HOU
HOU,LGA,244,239,239,HOU-LGA
DCA,BUF,239,241,239,DCA-BUF
GRR,CLT,239,239,239,GRR-CLT
GRR,DEN,239,242,239,GRR-DEN
CLT,GRR,239,239,239,CLT-GRR
BUF,DCA,241,239,239,BUF-DCA
DCA,MHT,240,239,239,DCA-MHT
DEN,GRR,242,239,239,DEN-GRR
CAE,PHL,239,239,239,CAE-PHL
MHT,DCA,239,240,239,MHT-DCA
JFK,RIC,238,238,238,JFK-RIC
DFW,DRO,243,238,238,DFW-DRO
STL,SAN,252,238,238,STL-SAN
ORD,HSV,246,238,238,ORD-HSV
BUF,IAD,238,241,238,BUF-IAD
MCI,SFO,249,238,238,MCI-SFO
GSP,DTW,238,239,238,GSP-DTW
SAN,STL,238,252,238,SAN-STL
LNK,MSP,239,238,238,LNK-MSP
MSP,LNK,238,239,238,MSP-LNK
SFO,MCI,238,249,238,SFO-MCI
MSP,MEM,238,238,238,MSP-MEM
MEM,MSP,238,238,238,MEM-MSP
IAD,SCE,238,238,238,IAD-SCE
RIC,JFK,238,238,238,RIC-JFK
SCE,IAD,238,238,238,SCE-IAD
IAD,BUF,241,238,238,IAD-BUF
HSV,ORD,238,246,238,HSV-ORD
DRO,DFW,238,243,238,DRO-DFW
DTW,GSP,239,238,238,DTW-GSP
ABQ,SAN,237,239,237,ABQ-SAN
MCI,SEA,237,237,237,MCI-SEA
SEA,MCI,237,237,237,SEA-MCI
IAD,LAS,237,239,237,IAD-LAS
FLL,AVL,237,238,237,FLL-AVL
BHM,DCA,238,237,237,BHM-DCA
SAN,ABQ,239,237,237,SAN-ABQ
AVL,FLL,238,237,237,AVL-FLL
GRR,DFW,237,238,237,GRR-DFW
LAS,IAD,239,237,237,LAS-IAD
DFW,GRR,238,237,237,DFW-GRR
DCA,BHM,237,238,237,DCA-BHM
CLT,PWM,237,236,236,CLT-PWM
MDW,RDU,236,237,236,MDW-RDU
PWM,CLT,236,237,236,PWM-CLT
RDU,MDW,237,236,236,RDU-MDW
EWR,SNA,235,235,235,EWR-SNA
DCA,SYR,237,235,235,DCA-SYR
SNA,EWR,235,235,235,SNA-EWR
SYR,DCA,235,237,235,SYR-DCA
RDD,SFO,234,243,234,RDD-SFO
DFW,MOB,235,234,234,DFW-MOB
SFO,RDD,243,234,234,SFO-RDD
CID,MSP,234,236,234,CID-MSP
MOB,DFW,234,235,234,MOB-DFW
EWR,MCI,234,235,234,EWR-MCI
MSP,CID,236,234,234,MSP-CID
MCI,EWR,235,234,234,MCI-EWR
FLL,IND,233,236,233,FLL-IND
MEM,DAL,236,233,233,MEM-DAL
BUF,TPA,233,237,233,BUF-TPA
DAL,MEM,233,236,233,DAL-MEM
DTW,OMA,233,233,233,DTW-OMA
GSP,DCA,233,235,233,GSP-DCA
DCA,GSP,235,233,233,DCA-GSP
TPA,BUF,237,233,233,TPA-BUF
PDX,RNO,233,233,233,PDX-RNO
RNO,PDX,233,233,233,RNO-PDX
OMA,DTW,233,233,233,OMA-DTW
IND,FLL,236,233,233,IND-FLL
TYS,IAD,232,232,232,TYS-IAD
HNL,LAS,234,232,232,HNL-LAS
LAS,HNL,232,234,232,LAS-HNL
IAD,TYS,232,232,232,IAD-TYS
GRR,MDW,231,233,231,GRR-MDW
MDW,GRR,233,231,231,MDW-GRR
ORD,MBS,234,231,231,ORD-MBS
LAX,STS,231,231,231,LAX-STS
MBS,ORD,231,234,231,MBS-ORD
STS,LAX,231,231,231,STS-LAX
BTV,DTW,231,230,230,BTV-DTW
DTW,BTV,230,231,230,DTW-BTV
SAT,SLC,230,230,230,SAT-SLC
ITH,PHL,230,230,230,ITH-PHL
MSY,PHL,231,230,230,MSY-PHL
PHL,ITH,230,230,230,PHL-ITH
MSY,MDW,230,231,230,MSY-MDW
MDW,MSY,231,230,230,MDW-MSY
PHL,MSY,230,231,230,PHL-MSY
SLC,SAT,230,230,230,SLC-SAT
ROC,DCA,229,234,229,ROC-DCA
RSW,STL,248,229,229,RSW-STL
ROW,DFW,229,229,229,ROW-DFW
AUS,BOS,230,229,229,AUS-BOS
LEX,DFW,229,229,229,LEX-DFW
DCA,ROC,234,229,229,DCA-ROC
DFW,LEX,229,229,229,DFW-LEX
STL,RSW,229,248,229,STL-RSW
DFW,ROW,229,229,229,DFW-ROW
MCI,HOU,237,229,229,MCI-HOU
BOS,AUS,229,230,229,BOS-AUS
HOU,MCI,229,237,229,HOU-MCI
EWR,MHT,229,228,228,EWR-MHT
MHT,EWR,228,229,228,MHT-EWR
GSO,DCA,230,228,228,GSO-DCA
DCA,GSO,228,230,228,DCA-GSO
DTW,ERI,227,227,227,DTW-ERI
ERI,DTW,227,227,227,ERI-DTW
RDM,LAX,227,234,227,RDM-LAX
DFW,LCH,228,227,227,DFW-LCH
FCA,SEA,227,228,227,FCA-SEA
CLE,BWI,231,227,227,CLE-BWI
LCH,DFW,227,228,227,LCH-DFW
SEA,FCA,228,227,227,SEA-FCA
DFW,BPT,228,227,227,DFW-BPT
PHL,GSP,227,227,227,PHL-GSP
STL,BOS,227,229,227,STL-BOS
BOS,STL,229,227,227,BOS-STL
AUS,MDW,227,228,227,AUS-MDW
BPT,DFW,227,228,227,BPT-DFW
GSP,PHL,227,227,227,GSP-PHL
BWI,CLE,227,231,227,BWI-CLE
LAX,RDM,234,227,227,LAX-RDM
MDW,AUS,228,227,227,MDW-AUS
MEM,DTW,226,226,226,MEM-DTW
LGA,SYR,228,226,226,LGA-SYR
DTW,MEM,226,226,226,DTW-MEM
SYR,LGA,226,228,226,SYR-LGA
PHL,SAV,227,225,225,PHL-SAV
EWR,SLC,225,225,225,EWR-SLC
MSY,BOS,225,225,225,MSY-BOS
TPA,IND,225,227,225,TPA-IND
MSP,SNA,225,225,225,MSP-SNA
SLC,EWR,225,225,225,SLC-EWR
SAV,PHL,225,227,225,SAV-PHL
PDX,EUG,226,225,225,PDX-EUG
EUG,PDX,225,226,225,EUG-PDX
IND,TPA,227,225,225,IND-TPA
SNA,MSP,225,225,225,SNA-MSP
BOS,MSY,225,225,225,BOS-MSY
EWR,MKE,227,224,224,EWR-MKE
ILM,LGA,224,228,224,ILM-LGA
LGA,ILM,228,224,224,LGA-ILM
SRQ,EWR,224,225,224,SRQ-EWR
EWR,SRQ,225,224,224,EWR-SRQ
MKE,EWR,224,227,224,MKE-EWR
PHL,LGA,231,223,223,PHL-LGA
DBQ,ORD,223,224,223,DBQ-ORD
DFW,GRI,224,223,223,DFW-GRI
ORD,DBQ,224,223,223,ORD-DBQ
LGA,PHL,223,231,223,LGA-PHL
DTW,CID,223,224,223,DTW-CID
DFW,EGE,224,223,223,DFW-EGE
EGE,DFW,223,224,223,EGE-DFW
CID,DTW,224,223,223,CID-DTW
BGR,LGA,223,224,223,BGR-LGA
GRI,DFW,223,224,223,GRI-DFW
LGA,BGR,224,223,223,LGA-BGR
EYW,EWR,222,224,222,EYW-EWR
LAX,IND,223,222,222,LAX-IND
IND,LAX,222,223,222,IND-LAX
EWR,EYW,224,222,222,EWR-EYW
CVG,IAD,223,221,221,CVG-IAD
IAD,CVG,221,223,221,IAD-CVG
LSE,ORD,220,224,220,LSE-ORD
ISP,FLL,220,222,220,ISP-FLL
FLL,ISP,222,220,220,FLL-ISP
ORD,LSE,224,220,220,ORD-LSE
LGA,DAY,219,223,219,LGA-DAY
DAY,LGA,223,219,219,DAY-LGA
DEN,PSC,219,219,219,DEN-PSC
SAN,FAT,220,219,219,SAN-FAT
DEN,HDN,219,219,219,DEN-HDN
HDN,DEN,219,219,219,HDN-DEN
PIT,FLL,219,221,219,PIT-FLL
PSC,DEN,219,219,219,PSC-DEN
FLL,PIT,221,219,219,FLL-PIT
FAT,SAN,219,220,219,FAT-SAN
LGA,GRR,218,220,218,LGA-GRR
BWI,SDF,218,220,218,BWI-SDF
SDF,BWI,220,218,218,SDF-BWI
BHM,DTW,219,218,218,BHM-DTW
GRR,LGA,220,218,218,GRR-LGA
DTW,BHM,218,219,218,DTW-BHM
ABE,ATL,217,217,217,ABE-ATL
EVV,DTW,217,217,217,EVV-DTW
ATL,ABE,217,217,217,ATL-ABE
DTW,EVV,217,217,217,DTW-EVV
LAX,CMH,217,216,216,LAX-CMH
CMH,LAX,216,217,216,CMH-LAX
BZN,ORD,216,216,216,BZN-ORD
ORD,BZN,216,216,216,ORD-BZN
RSW,DEN,216,215,215,RSW-DEN
IAH,AMA,215,216,215,IAH-AMA
PIT,BWI,215,216,215,PIT-BWI
MCI,FLL,215,224,215,MCI-FLL
DEN,RSW,215,216,215,DEN-RSW
FLL,MCI,224,215,215,FLL-MCI
IAH,DSM,220,215,215,IAH-DSM
DSM,IAH,215,220,215,DSM-IAH
BWI,PIT,216,215,215,BWI-PIT
AMA,IAH,216,215,215,AMA-IAH
XNA,LGA,213,214,213,XNA-LGA
AUS,PHL,213,216,213,AUS-PHL
SAN,IAD,214,213,213,SAN-IAD
LGA,XNA,214,213,213,LGA-XNA
IAD,SAN,213,214,213,IAD-SAN
PHL,AUS,216,213,213,PHL-AUS
MSP,BZN,212,212,212,MSP-BZN
BZN,MSP,212,212,212,BZN-MSP
PHL,HVN,214,212,212,PHL-HVN
HVN,PHL,212,214,212,HVN-PHL
ROC,BWI,211,213,211,ROC-BWI
LAS,MSY,211,213,211,LAS-MSY
LAS,CVG,211,211,211,LAS-CVG
FLL,STL,211,214,211,FLL-STL
BWI,ROC,213,211,211,BWI-ROC
CVG,LAS,211,211,211,CVG-LAS
MSY,LAS,213,211,211,MSY-LAS
STL,FLL,214,211,211,STL-FLL
PWM,JFK,210,210,210,PWM-JFK
SAV,LGA,210,210,210,SAV-LGA
LAX,OKC,210,210,210,LAX-OKC
JFK,PWM,210,210,210,JFK-PWM
OKC,LAX,210,210,210,OKC-LAX
LGA,SAV,210,210,210,LGA-SAV
GTF,SLC,209,209,209,GTF-SLC
CLT,BTR,209,212,209,CLT-BTR
SLC,GTF,209,209,209,SLC-GTF
TPA,STL,212,209,209,TPA-STL
BTR,CLT,212,209,209,BTR-CLT
STL,TPA,209,212,209,STL-TPA
BOS,MCI,208,211,208,BOS-MCI
MCI,BOS,211,208,208,MCI-BOS
DEN,JAX,209,208,208,DEN-JAX
JAX,DEN,208,209,208,JAX-DEN
ELP,LAS,208,207,207,ELP-LAS
LAS,ELP,207,208,207,LAS-ELP
BOS,MKE,206,212,206,BOS-MKE
ORD,TOL,207,206,206,ORD-TOL
BTV,LGA,206,207,206,BTV-LGA
TOL,ORD,206,207,206,TOL-ORD
IND,JFK,207,206,206,IND-JFK
ORD,SUX,208,206,206,ORD-SUX
LGA,BTV,207,206,206,LGA-BTV
CLT,SJU,206,206,206,CLT-SJU
BOI,LAS,206,206,206,BOI-LAS
MKE,BOS,212,206,206,MKE-BOS
SJU,CLT,206,206,206,SJU-CLT
LAS,BOI,206,206,206,LAS-BOI
SUX,ORD,206,208,206,SUX-ORD
JFK,IND,206,207,206,JFK-IND
PDX,HNL,205,205,205,PDX-HNL
DTW,SCE,205,205,205,DTW-SCE
HNL,PDX,205,205,205,HNL-PDX
SCE,DTW,205,205,205,SCE-DTW
FLL,CMH,206,204,204,FLL-CMH
SEA,ONT,204,204,204,SEA-ONT
ONT,SEA,204,204,204,ONT-SEA
CMH,FLL,204,206,204,CMH-FLL
AUS,MSP,203,203,203,AUS-MSP
IAH,AEX,204,203,203,IAH-AEX
LAS,GEG,203,204,203,LAS-GEG
MSP,AUS,203,203,203,MSP-AUS
AEX,IAH,203,204,203,AEX-IAH
GEG,LAS,204,203,203,GEG-LAS
DTW,ITH,202,202,202,DTW-ITH
STL,SFO,203,202,202,STL-SFO
ITH,DTW,202,202,202,ITH-DTW
SFO,STL,202,203,202,SFO-STL
PIT,RSW,202,222,202,PIT-RSW
IAH,CHS,202,202,202,IAH-CHS
CHS,IAH,202,202,202,CHS-IAH
RSW,PIT,222,202,202,RSW-PIT
IAH,CLL,201,201,201,IAH-CLL
SJU,ORD,203,201,201,SJU-ORD
ORD,SJU,201,203,201,ORD-SJU
CLL,IAH,201,201,201,CLL-IAH
LAX,OMA,200,200,200,LAX-OMA
DEN,HSV,202,200,200,DEN-HSV
MCO,MHT,201,200,200,MCO-MHT
AUS,BWI,210,200,200,AUS-BWI
BWI,AUS,200,210,200,BWI-AUS
JAX,BNA,200,201,200,JAX-BNA
BNA,JAX,201,200,200,BNA-JAX
MHT,MCO,200,201,200,MHT-MCO
OMA,LAX,200,200,200,OMA-LAX
BHM,DEN,200,200,200,BHM-DEN
DEN,BHM,200,200,200,DEN-BHM
HSV,DEN,200,202,200,HSV-DEN
MCO,BHM,199,201,199,MCO-BHM
STL,BNA,200,199,199,STL-BNA
BHM,MCO,201,199,199,BHM-MCO
BNA,STL,199,200,199,BNA-STL
SLC,LWS,199,198,198,SLC-LWS
BTV,ORD,198,200,198,BTV-ORD
SJU,IAH,199,198,198,SJU-IAH
IAH,SJU,198,199,198,IAH-SJU
ORD,BTV,200,198,198,ORD-BTV
LWS,SLC,198,199,198,LWS-SLC
CHO,IAD,198,200,198,CHO-IAD
IAD,CHO,200,198,198,IAD-CHO
MSY,SFO,197,199,197,MSY-SFO
DEN,CID,199,197,197,DEN-CID
CID,DEN,197,199,197,CID-DEN
SLC,SUN,269,197,197,SLC-SUN
SUN,SLC,197,269,197,SUN-SLC
SFO,MSY,199,197,197,SFO-MSY
CLE,PHX,197,197,197,CLE-PHX
STL,OMA,198,197,197,STL-OMA
PHX,CLE,197,197,197,PHX-CLE
OMA,STL,197,198,197,OMA-STL
VPS,IAH,196,198,196,VPS-IAH
DFW,GGG,197,196,196,DFW-GGG
GGG,DFW,196,197,196,GGG-DFW
IAH,VPS,198,196,196,IAH-VPS
MFR,DEN,195,198,195,MFR-DEN
STL,SEA,195,196,195,STL-SEA
DEN,SAF,195,195,195,DEN-SAF
MSP,ICT,195,196,195,MSP-ICT
SEA,STL,196,195,195,SEA-STL
DEN,MFR,198,195,195,DEN-MFR
SAF,DEN,195,195,195,SAF-DEN
ICT,MSP,196,195,195,ICT-MSP
PHX,HNL,194,194,194,PHX-HNL
PDX,PSP,194,194,194,PDX-PSP
DLH,ORD,195,194,194,DLH-ORD
LAS,OKC,194,198,194,LAS-OKC
BET,ANC,194,194,194,BET-ANC
HNL,PHX,194,194,194,HNL-PHX
IAD,ALB,195,194,194,IAD-ALB
ALB,IAD,194,195,194,ALB-IAD
PSP,PDX,194,194,194,PSP-PDX
ANC,BET,194,194,194,ANC-BET
ORD,DLH,194,195,194,ORD-DLH
OKC,LAS,198,194,194,OKC-LAS
RDU,LAX,193,194,193,RDU-LAX
AUS,BNA,196,193,193,AUS-BNA
ORD,AVL,196,193,193,ORD-AVL
LAX,RDU,194,193,193,LAX-RDU
AVL,ORD,193,196,193,AVL-ORD
BNA,AUS,193,196,193,BNA-AUS
MIA,STL,192,192,192,MIA-STL
PIT,LAS,192,200,192,PIT-LAS
XNA,DEN,192,193,192,XNA-DEN
LAS,PIT,200,192,192,LAS-PIT
DTW,AVP,192,192,192,DTW-AVP
STL,MIA,192,192,192,STL-MIA
AVP,DTW,192,192,192,AVP-DTW
DEN,XNA,193,192,192,DEN-XNA
BGM,DTW,191,193,191,BGM-DTW
SJC,ORD,191,198,191,SJC-ORD
ORD,SJC,198,191,191,ORD-SJC
DTW,BGM,193,191,191,DTW-BGM
CWA,MSP,190,190,190,CWA-MSP
MKE,TPA,190,198,190,MKE-TPA
MSP,CWA,190,190,190,MSP-CWA
MSY,IAD,190,191,190,MSY-IAD
BQN,MCO,192,190,190,BQN-MCO
TPA,MKE,198,190,190,TPA-MKE
TYS,DEN,190,192,190,TYS-DEN
MDW,BOS,191,190,190,MDW-BOS
BOS,MDW,190,191,190,BOS-MDW
MCO,BQN,190,192,190,MCO-BQN
GSO,DFW,190,190,190,GSO-DFW
DFW,GSO,190,190,190,DFW-GSO
IAD,MSY,191,190,190,IAD-MSY
DEN,TYS,192,190,190,DEN-TYS
MDW,SDF,190,188,188,MDW-SDF
SFO,BWI,188,188,188,SFO-BWI
SDF,MDW,188,190,188,SDF-MDW
SDF,MSP,189,188,188,SDF-MSP
BWI,SFO,188,188,188,BWI-SFO
MSP,SDF,188,189,188,MSP-SDF
PVD,IAD,189,187,187,PVD-IAD
DFW,ECP,189,187,187,DFW-ECP
ORD,JAC,188,187,187,ORD-JAC
SGU,DEN,189,187,187,SGU-DEN
JAC,ORD,187,188,187,JAC-ORD
CLE,BNA,187,187,187,CLE-BNA
IAD,PVD,187,189,187,IAD-PVD
ECP,DFW,187,189,187,ECP-DFW
BNA,CLE,187,187,187,BNA-CLE
DEN,SGU,187,189,187,DEN-SGU
PDX,ANC,186,186,186,PDX-ANC
MSN,LGA,186,186,186,MSN-LGA
LGA,BHM,186,186,186,LGA-BHM
LGA,MSN,186,186,186,LGA-MSN
ANC,PDX,186,186,186,ANC-PDX
BHM,LGA,186,186,186,BHM-LGA
IAH,PDX,187,185,185,IAH-PDX
COU,DFW,185,188,185,COU-DFW
PDX,IAH,185,187,185,PDX-IAH
DFW,COU,188,185,185,DFW-COU
SDF,PHL,184,184,184,SDF-PHL
PHL,SDF,184,184,184,PHL-SDF
SAT,DTW,184,185,184,SAT-DTW
DTW,SAT,185,184,184,DTW-SAT
DAY,MSP,185,183,183,DAY-MSP
DTW,SAN,183,183,183,DTW-SAN
SAN,DTW,183,183,183,SAN-DTW
OAK,HOU,187,183,183,OAK-HOU
MSP,DAY,183,185,183,MSP-DAY
HOU,OAK,183,187,183,HOU-OAK
SJU,BOS,230,183,183,SJU-BOS
SPI,ORD,183,185,183,SPI-ORD
BOS,SJU,183,230,183,BOS-SJU
ORD,SPI,185,183,183,ORD-SPI
SEA,JNU,182,258,182,SEA-JNU
ROA,ORD,182,184,182,ROA-ORD
MEM,PHX,182,182,182,MEM-PHX
ECP,BNA,182,182,182,ECP-BNA
JNU,SEA,258,182,182,JNU-SEA
PHL,TYS,182,184,182,PHL-TYS
ORD,ROA,184,182,182,ORD-ROA
TYS,PHL,184,182,182,TYS-PHL
BNA,ECP,182,182,182,BNA-ECP
PHX,MEM,182,182,182,PHX-MEM
ECP,IAH,181,181,181,ECP-IAH
FLL,SLC,181,182,181,FLL-SLC
IAH,ECP,181,181,181,IAH-ECP
MCI,PHL,181,182,181,MCI-PHL
OAK,BOI,181,181,181,OAK-BOI
ELP,ATL,181,181,181,ELP-ATL
BOI,OAK,181,181,181,BOI-OAK
PHL,MCI,182,181,181,PHL-MCI
ATL,ELP,181,181,181,ATL-ELP
SLC,FLL,182,181,181,SLC-FLL
HNL,SAN,180,180,180,HNL-SAN
GEG,OAK,180,180,180,GEG-OAK
CVG,FLL,180,180,180,CVG-FLL
MIA,SDF,180,180,180,MIA-SDF
FLL,CVG,180,180,180,FLL-CVG
RSW,CVG,180,180,180,RSW-CVG
ITO,OGG,180,180,180,ITO-OGG
OGG,ITO,180,180,180,OGG-ITO
STT,MIA,180,180,180,STT-MIA
HNL,DFW,180,180,180,HNL-DFW
TUL,CLT,450,180,180,TUL-CLT
RNO,OAK,180,181,180,RNO-OAK
MIA,STT,180,180,180,MIA-STT
OAK,GEG,180,180,180,OAK-GEG
OAK,RNO,181,180,180,OAK-RNO
CVG,RSW,180,180,180,CVG-RSW
SJC,BOI,180,180,180,SJC-BOI
OGG,SAN,180,180,180,OGG-SAN
SAN,OGG,180,180,180,SAN-OGG
CLT,TUL,180,450,180,CLT-TUL
BOI,SJC,180,180,180,BOI-SJC
DFW,HNL,180,180,180,DFW-HNL
SDF,MIA,180,180,180,SDF-MIA
SAN,HNL,180,180,180,SAN-HNL
MEM,MIA,179,180,179,MEM-MIA
EUG,LAX,179,179,179,EUG-LAX
DRT,DFW,179,179,179,DRT-DFW
MLU,DFW,179,181,179,MLU-DFW
ECP,CLT,180,179,179,ECP-CLT
GJT,PHX,179,179,179,GJT-PHX
SFO,DCA,179,179,179,SFO-DCA
MIA,SAV,179,179,179,MIA-SAV
BOI,DFW,179,179,179,BOI-DFW
CLT,SBY,180,179,179,CLT-SBY
SAV,MIA,179,179,179,SAV-MIA
SAN,SAT,179,180,179,SAN-SAT
CLT,ECP,179,180,179,CLT-ECP
